First_Name,Last_Name,Full_Name,GPA,Major,Relevant_Courses,Skills,Certifications,Previous_Experience,Preferred_Industry,Extracurriculars,Predicted_Job_Role
Isabella,Wilson,Isabella Wilson,2.85,Cybersecurity,"['Cyber Law', 'Cryptography']","['SQL', 'Java', 'C++']",['AWS Certified'],0,Education,"['Coding Club', 'Student Government']",Software Engineering Intern
Mason,Martinez,Mason Martinez,3.21,Computer Science,"['Algorithms', 'Machine Learning']","['Network Security', 'SQL', 'Cloud Computing']",['AWS Certified'],1,Tech,"['Finance Club', 'Research Assistant']",Cybersecurity Intern
Mia,Anderson,Mia Anderson,3,Computer Science,"['Algorithms', 'Operating Systems']","['Machine Learning', 'Network Security', 'Data Analysis']",['PMP'],2,Government,"['Hackathons', 'Student Government']",Cybersecurity Intern
Ethan,Taylor,Ethan Taylor,3.74,Cybersecurity,"['Cyber Law', 'Ethical Hacking']","['Machine Learning', 'SQL', 'Java']",['PMP'],3,Healthcare,"['Research Assistant', 'Hackathons']",Data Analyst Intern
Amelia,Thomas,Amelia Thomas,2.61,Business Analytics,"['SQL', 'Data Analytics']","['Java', 'Risk Management', 'Machine Learning']",['Certified Ethical Hacker'],3,Healthcare,"['Finance Club', 'Research Assistant']",Data Analyst Intern
James,Hernandez,James Hernandez,3.91,Cybersecurity,"['Ethical Hacking', 'Network Security']","['Data Analysis', 'Python', 'Risk Management']",['PMP'],0,Tech,"['Hackathons', 'Student Government']",Data Analyst Intern
Harper,Moore,Harper Moore,3.92,Cybersecurity,"['Network Security', 'Cyber Law']","['Cloud Computing', 'Risk Management', 'Financial Analysis']",['PMP'],2,Healthcare,"['Finance Club', 'Hackathons']",Financial Analyst Intern
Alexander,Martin,Alexander Martin,3.44,Software Engineering,"['Databases', 'Cloud Computing']","['Cloud Computing', 'Machine Learning', 'C++']",['CFA Level 1'],2,Education,"['Student Government', 'Research Assistant']",Data Analyst Intern
Evelyn,Jackson,Evelyn Jackson,2.84,Finance,"['Accounting', 'Risk Management']","['SQL', 'Python', 'Financial Analysis']",['CFA Level 1'],2,Education,"['Finance Club', 'Research Assistant']",Financial Analyst Intern
Benjamin,Thompson,Benjamin Thompson,3.02,Computer Science,"['Operating Systems', 'Data Structures']","['Java', 'Cloud Computing', 'SQL']",['CFA Level 1'],1,Finance,"['Coding Club', 'Finance Club']",Software Engineering Intern
Abigail,White,Abigail White,3.54,Software Engineering,"['Software Development', 'Cloud Computing']","['Network Security', 'Data Analysis', 'Python']",['PMP'],2,Finance,"['Coding Club', 'Hackathons']",Cybersecurity Intern
Liam,Smith,Liam Smith,3.19,Data Analytics,"['Statistics', 'Data Visualization']","['Machine Learning', 'Python', 'Java']",['PMP'],2,Government,"['Finance Club', 'Student Government']",Data Analyst Intern
Emma,Johnson,Emma Johnson,3.45,Business Analytics,"['Predictive Analytics', 'SQL']","['Financial Analysis', 'Data Analysis', 'Python']",['PMP'],3,Education,"['Student Government', 'Research Assistant']",Data Analyst Intern
Noah,Brown,Noah Brown,2.81,Business Analytics,"['Predictive Analytics', 'SQL']","['Python', 'SQL', 'Network Security']",['PMP'],1,Finance,"['Hackathons', 'Coding Club']",Cybersecurity Intern
Olivia,Williams,Olivia Williams,2.89,Computer Science,"['Operating Systems', 'Data Structures']","['Java', 'SQL', 'Python']",['PMP'],2,Healthcare,"['Hackathons', 'Research Assistant']",Software Engineering Intern
Aiden,Jones,Aiden Jones,2.69,Data Analytics,"['Statistics', 'Python for Data Science']","['Financial Analysis', 'Risk Management', 'C++']",['Google Data Analytics'],0,Tech,"['Student Government', 'Coding Club']",Financial Analyst Intern
Sophia,Miller,Sophia Miller,3.23,Data Analytics,"['Python for Data Science', 'Data Visualization']","['Risk Management', 'Financial Analysis', 'Java']",['Certified Ethical Hacker'],1,Healthcare,"['Research Assistant', 'Student Government']",Financial Analyst Intern
Jackson,Davis,Jackson Davis,2.66,Computer Science,"['Data Structures', 'Operating Systems']","['Network Security', 'Risk Management', 'Financial Analysis']",['PMP'],1,Education,"['Research Assistant', 'Hackathons']",Cybersecurity Intern
Ava,Garcia,Ava Garcia,2.84,Computer Science,"['Algorithms', 'Machine Learning']","['Network Security', 'Python', 'SQL']",['AWS Certified'],2,Healthcare,"['Student Government', 'Hackathons']",Cybersecurity Intern
Lucas,Rodriguez,Lucas Rodriguez,3.75,Data Analytics,"['Data Visualization', 'Statistics']","['Risk Management', 'Cloud Computing', 'Financial Analysis']",['AWS Certified'],1,Tech,"['Research Assistant', 'Student Government']",Financial Analyst Intern
Isabella,Wilson,Isabella Wilson,3.57,Software Engineering,"['Cloud Computing', 'Software Development']","['Python', 'Data Analysis', 'Risk Management']",['PMP'],3,Government,"['Student Government', 'Hackathons']",Data Analyst Intern
Mason,Martinez,Mason Martinez,3.98,Cybersecurity,"['Network Security', 'Cryptography']","['Java', 'Risk Management', 'Cloud Computing']",['Google Data Analytics'],3,Healthcare,"['Coding Club', 'Hackathons']",Financial Analyst Intern
Mia,Anderson,Mia Anderson,3.79,Finance,"['Accounting', 'Investment Analysis']","['Python', 'Network Security', 'C++']",['AWS Certified'],0,Healthcare,"['Coding Club', 'Finance Club']",Cybersecurity Intern
Ethan,Taylor,Ethan Taylor,2.71,Data Analytics,"['Big Data', 'Python for Data Science']","['Cloud Computing', 'Financial Analysis', 'Python']",['CFA Level 1'],0,Healthcare,"['Student Government', 'Research Assistant']",Financial Analyst Intern
Amelia,Thomas,Amelia Thomas,3.92,Software Engineering,"['Cloud Computing', 'Software Development']","['Data Analysis', 'Risk Management', 'Java']",['Certified Ethical Hacker'],2,Finance,"['Finance Club', 'Coding Club']",Data Analyst Intern
James,Hernandez,James Hernandez,3.29,Computer Science,"['Operating Systems', 'Algorithms']","['Network Security', 'Python', 'Financial Analysis']",['Google Data Analytics'],0,Education,"['Student Government', 'Finance Club']",Cybersecurity Intern
Harper,Moore,Harper Moore,2.75,Business Analytics,"['Business Intelligence', 'Data Analytics']","['Network Security', 'Machine Learning', 'Financial Analysis']",['AWS Certified'],0,Tech,"['Student Government', 'Coding Club']",Cybersecurity Intern
Alexander,Martin,Alexander Martin,2.52,Finance,"['Accounting', 'Investment Analysis']","['Python', 'SQL', 'C++']",['AWS Certified'],2,Healthcare,"['Student Government', 'Finance Club']",Software Engineering Intern
Evelyn,Jackson,Evelyn Jackson,3.6,Software Engineering,"['DevOps', 'Databases']","['SQL', 'Financial Analysis', 'C++']",['Certified Ethical Hacker'],3,Education,"['Coding Club', 'Hackathons']",Financial Analyst Intern
Benjamin,Thompson,Benjamin Thompson,3.56,Business Analytics,"['Business Intelligence', 'Data Analytics']","['Risk Management', 'Network Security', 'Java']",['Google Data Analytics'],3,Government,"['Student Government', 'Coding Club']",Cybersecurity Intern
Abigail,White,Abigail White,3.54,Data Analytics,"['Data Visualization', 'Python for Data Science']","['Risk Management', 'C++', 'Python']",['AWS Certified'],3,Healthcare,"['Coding Club', 'Research Assistant']",Financial Analyst Intern
Liam,Smith,Liam Smith,2.78,Cybersecurity,"['Network Security', 'Cryptography']","['Python', 'Java', 'SQL']",['Google Data Analytics'],0,Tech,"['Hackathons', 'Coding Club']",Software Engineering Intern
Emma,Johnson,Emma Johnson,3.52,Finance,"['Accounting', 'Investment Analysis']","['Machine Learning', 'Cloud Computing', 'Python']",['PMP'],3,Tech,"['Student Government', 'Coding Club']",Data Analyst Intern
Noah,Brown,Noah Brown,2.82,Business Analytics,"['Data Analytics', 'SQL']","['Risk Management', 'C++', 'SQL']",['PMP'],2,Government,"['Student Government', 'Finance Club']",Financial Analyst Intern
Olivia,Williams,Olivia Williams,2.75,Computer Science,"['Operating Systems', 'Algorithms']","['Cloud Computing', 'Risk Management', 'Machine Learning']",['AWS Certified'],1,Finance,"['Finance Club', 'Coding Club']",Data Analyst Intern
Aiden,Jones,Aiden Jones,2.54,Cybersecurity,"['Cryptography', 'Network Security']","['Python', 'Java', 'Machine Learning']",['Certified Ethical Hacker'],3,Finance,"['Coding Club', 'Student Government']",Data Analyst Intern
Sophia,Miller,Sophia Miller,3.9,Cybersecurity,"['Ethical Hacking', 'Cryptography']","['Java', 'SQL', 'Cloud Computing']",['Google Data Analytics'],1,Tech,"['Student Government', 'Hackathons']",Software Engineering Intern
Jackson,Davis,Jackson Davis,3.93,Business Analytics,"['SQL', 'Predictive Analytics']","['Risk Management', 'Data Analysis', 'Python']",['PMP'],1,Education,"['Finance Club', 'Hackathons']",Data Analyst Intern
Ava,Garcia,Ava Garcia,3.59,Cybersecurity,"['Cryptography', 'Cyber Law']","['Risk Management', 'Machine Learning', 'Python']",['Certified Ethical Hacker'],0,Finance,"['Student Government', 'Coding Club']",Data Analyst Intern
Lucas,Rodriguez,Lucas Rodriguez,3.62,Cybersecurity,"['Network Security', 'Cryptography']","['Network Security', 'Risk Management', 'Cloud Computing']",['Certified Ethical Hacker'],1,Education,"['Research Assistant', 'Coding Club']",Cybersecurity Intern
Isabella,Wilson,Isabella Wilson,3.27,Cybersecurity,"['Cryptography', 'Network Security']","['SQL', 'Machine Learning', 'C++']",['Google Data Analytics'],2,Education,"['Finance Club', 'Coding Club']",Data Analyst Intern
Mason,Martinez,Mason Martinez,2.82,Software Engineering,"['Cloud Computing', 'Databases']","['Risk Management', 'Cloud Computing', 'Python']",['AWS Certified'],2,Finance,"['Coding Club', 'Research Assistant']",Financial Analyst Intern
Mia,Anderson,Mia Anderson,3.11,Data Analytics,"['Data Visualization', 'Statistics']","['C++', 'Risk Management', 'Financial Analysis']",['Certified Ethical Hacker'],1,Education,"['Hackathons', 'Research Assistant']",Financial Analyst Intern
Ethan,Taylor,Ethan Taylor,2.57,Business Analytics,"['Predictive Analytics', 'Data Analytics']","['Financial Analysis', 'Java', 'Network Security']",['Certified Ethical Hacker'],0,Education,"['Finance Club', 'Hackathons']",Cybersecurity Intern
Amelia,Thomas,Amelia Thomas,3.5,Software Engineering,"['Software Development', 'Databases']","['Cloud Computing', 'SQL', 'Risk Management']",['Google Data Analytics'],2,Tech,"['Research Assistant', 'Finance Club']",Financial Analyst Intern
James,Hernandez,James Hernandez,3.06,Data Analytics,"['Statistics', 'Big Data']","['Cloud Computing', 'Python', 'C++']",['PMP'],1,Finance,"['Research Assistant', 'Finance Club']",Software Engineering Intern
Harper,Moore,Harper Moore,2.7,Cybersecurity,"['Cyber Law', 'Network Security']","['C++', 'Python', 'SQL']",['CFA Level 1'],3,Finance,"['Student Government', 'Finance Club']",Software Engineering Intern
Alexander,Martin,Alexander Martin,3.79,Business Analytics,"['Business Intelligence', 'Predictive Analytics']","['Java', 'Financial Analysis', 'Cloud Computing']",['PMP'],1,Government,"['Hackathons', 'Coding Club']",Financial Analyst Intern
Evelyn,Jackson,Evelyn Jackson,3.28,Computer Science,"['Algorithms', 'Operating Systems']","['Risk Management', 'Machine Learning', 'Network Security']",['PMP'],1,Finance,"['Coding Club', 'Finance Club']",Cybersecurity Intern
Benjamin,Thompson,Benjamin Thompson,3.73,Finance,"['Financial Modeling', 'Risk Management']","['Network Security', 'Machine Learning', 'SQL']",['CFA Level 1'],2,Healthcare,"['Finance Club', 'Hackathons']",Cybersecurity Intern
Abigail,White,Abigail White,2.57,Business Analytics,"['Business Intelligence', 'SQL']","['Risk Management', 'SQL', 'C++']",['PMP'],3,Education,"['Research Assistant', 'Hackathons']",Financial Analyst Intern
Liam,Smith,Liam Smith,2.61,Data Analytics,"['Statistics', 'Data Visualization']","['Risk Management', 'Cloud Computing', 'Data Analysis']",['Certified Ethical Hacker'],0,Education,"['Student Government', 'Finance Club']",Data Analyst Intern
Emma,Johnson,Emma Johnson,2.65,Computer Science,"['Operating Systems', 'Machine Learning']","['Risk Management', 'Cloud Computing', 'C++']",['Google Data Analytics'],2,Tech,"['Student Government', 'Coding Club']",Financial Analyst Intern
Noah,Brown,Noah Brown,3.38,Software Engineering,"['DevOps', 'Software Development']","['Network Security', 'SQL', 'Python']",['CFA Level 1'],0,Finance,"['Coding Club', 'Hackathons']",Cybersecurity Intern
Olivia,Williams,Olivia Williams,2.84,Software Engineering,"['Software Development', 'DevOps']","['SQL', 'Data Analysis', 'Network Security']",['PMP'],3,Tech,"['Coding Club', 'Student Government']",Cybersecurity Intern
Aiden,Jones,Aiden Jones,3.77,Cybersecurity,"['Ethical Hacking', 'Network Security']","['Machine Learning', 'Network Security', 'Financial Analysis']",['Certified Ethical Hacker'],3,Healthcare,"['Finance Club', 'Coding Club']",Cybersecurity Intern
Sophia,Miller,Sophia Miller,3.64,Software Engineering,"['DevOps', 'Software Development']","['SQL', 'Financial Analysis', 'Network Security']",['CFA Level 1'],3,Finance,"['Research Assistant', 'Hackathons']",Cybersecurity Intern
Jackson,Davis,Jackson Davis,3.71,Computer Science,"['Machine Learning', 'Algorithms']","['Financial Analysis', 'Data Analysis', 'Python']",['Google Data Analytics'],3,Tech,"['Research Assistant', 'Hackathons']",Data Analyst Intern
Ava,Garcia,Ava Garcia,3.69,Cybersecurity,"['Cryptography', 'Cyber Law']","['Cloud Computing', 'SQL', 'Java']",['CFA Level 1'],0,Education,"['Hackathons', 'Finance Club']",Software Engineering Intern
Lucas,Rodriguez,Lucas Rodriguez,3.13,Finance,"['Accounting', 'Financial Modeling']","['Python', 'SQL', 'Data Analysis']",['Certified Ethical Hacker'],3,Tech,"['Student Government', 'Research Assistant']",Data Analyst Intern
Isabella,Wilson,Isabella Wilson,3.7,Finance,"['Investment Analysis', 'Financial Modeling']","['C++', 'Machine Learning', 'Java']",['AWS Certified'],1,Tech,"['Finance Club', 'Hackathons']",Data Analyst Intern
Mason,Martinez,Mason Martinez,2.56,Data Analytics,"['Big Data', 'Python for Data Science']","['Python', 'Risk Management', 'Network Security']",['CFA Level 1'],3,Tech,"['Research Assistant', 'Hackathons']",Cybersecurity Intern
Mia,Anderson,Mia Anderson,3.69,Finance,"['Accounting', 'Risk Management']","['Python', 'Network Security', 'Java']",['Google Data Analytics'],2,Tech,"['Student Government', 'Research Assistant']",Cybersecurity Intern
Ethan,Taylor,Ethan Taylor,3.18,Cybersecurity,"['Ethical Hacking', 'Cryptography']","['Python', 'Cloud Computing', 'Java']",['AWS Certified'],1,Healthcare,"['Finance Club', 'Coding Club']",Software Engineering Intern
Amelia,Thomas,Amelia Thomas,3.75,Finance,"['Financial Modeling', 'Risk Management']","['Java', 'Machine Learning', 'SQL']",['Certified Ethical Hacker'],1,Finance,"['Student Government', 'Coding Club']",Data Analyst Intern
James,Hernandez,James Hernandez,2.61,Cybersecurity,"['Cyber Law', 'Network Security']","['Financial Analysis', 'Cloud Computing', 'Machine Learning']",['CFA Level 1'],3,Government,"['Research Assistant', 'Coding Club']",Data Analyst Intern
Harper,Moore,Harper Moore,3.36,Finance,"['Financial Modeling', 'Accounting']","['SQL', 'Risk Management', 'Java']",['PMP'],3,Education,"['Coding Club', 'Student Government']",Financial Analyst Intern
Alexander,Martin,Alexander Martin,3.76,Data Analytics,"['Python for Data Science', 'Statistics']","['Machine Learning', 'Network Security', 'Financial Analysis']",['CFA Level 1'],1,Government,"['Finance Club', 'Student Government']",Cybersecurity Intern
Evelyn,Jackson,Evelyn Jackson,3,Business Analytics,"['Data Analytics', 'Predictive Analytics']","['SQL', 'Financial Analysis', 'Cloud Computing']",['PMP'],0,Finance,"['Finance Club', 'Student Government']",Financial Analyst Intern
Benjamin,Thompson,Benjamin Thompson,3.41,Finance,"['Financial Modeling', 'Risk Management']","['Machine Learning', 'Java', 'Data Analysis']",['CFA Level 1'],3,Finance,"['Finance Club', 'Coding Club']",Data Analyst Intern
Abigail,White,Abigail White,3.34,Business Analytics,"['Predictive Analytics', 'Business Intelligence']","['Risk Management', 'Financial Analysis', 'Java']",['Google Data Analytics'],3,Tech,"['Finance Club', 'Coding Club']",Financial Analyst Intern
Liam,Smith,Liam Smith,2.89,Data Analytics,"['Python for Data Science', 'Statistics']","['C++', 'Java', 'Python']",['AWS Certified'],0,Finance,"['Coding Club', 'Student Government']",Software Engineering Intern
Emma,Johnson,Emma Johnson,2.52,Computer Science,"['Operating Systems', 'Algorithms']","['Machine Learning', 'Financial Analysis', 'Risk Management']",['CFA Level 1'],0,Education,"['Student Government', 'Research Assistant']",Data Analyst Intern
Noah,Brown,Noah Brown,3.7,Cybersecurity,"['Cryptography', 'Network Security']","['Python', 'Machine Learning', 'Network Security']",['AWS Certified'],2,Education,"['Hackathons', 'Research Assistant']",Cybersecurity Intern
